"Postinumeroalue","Asukkaat.yhteensä..2013..HE.","Naiset..2013..HE.","Miehet..2013..HE.","Asukkaiden.keski.ikä..2013..HE.","X0.2.vuotiaat..2013..HE.","X3.6.vuotiaat..2013..HE.","X7.12.vuotiaat..2013..HE.","X13.15.vuotiaat..2013..HE.","X16.17.vuotiaat..2013..HE.","X18.19.vuotiaat..2013..HE.","X20.24.vuotiaat..2013..HE.","X25.29.vuotiaat..2013..HE.","X30.34.vuotiaat..2013..HE.","X35.39.vuotiaat..2013..HE.","X40.44.vuotiaat..2013..HE.","X45.49.vuotiaat..2013..HE.","X50.54.vuotiaat..2013..HE.","X55.59.vuotiaat..2013..HE.","X60.64.vuotiaat..2013..HE.","X65.69.vuotiaat..2013..HE.","X70.74.vuotiaat..2013..HE.","X75.79.vuotiaat..2013..HE.","X80.84.vuotiaat..2013..HE.","X85.vuotta.täyttäneet..2013..HE.","X18.vuotta.täyttäneet.yhteensä..2012..KO.","Perusasteen.suorittaneet..2012..KO.","Koulutetut.yhteensä..2012..KO.","Ylioppilastutkinnon.suorittaneet..2012..KO.","Ammatillisen.tutkinnon.suorittaneet..2012..KO.","Alemman.korkeakoulututkinnon.suorittaneet..2012..KO.","Ylemmän.korkeakoulututkinnon.suorittaneet..2012..KO.","X18.vuotta.täyttäneet.yhteensä..2012..HR.","Asukkaiden.keskitulot..2012..HR.","Asukkaiden.mediaanitulot..2012..HR.","Alimpaan.tuloluokkaan.kuuluvat.asukkaat..2012..HR.","Keskimmäiseen.tuloluokkaan.kuuluvat.asukkaat..2012..HR.","Ylimpään.tuloluokkaan.kuuluvat.asukkaat..2012..HR.","Asukkaiden.ostovoimakertymä..2012..HR.","Taloudet.yhteensä..2013..TE.","Talouksien.keskikoko..2013..TE.","Asumisväljyys..2013..TE.","Nuorten.yksinasuvien.taloudet..2013..TE.","Lapsettomat.nuorten.parien.taloudet..2013..TE.","Lapsitaloudet..2013..TE.","Pienten.lasten.taloudet..2013..TE.","Alle.kouluikäisten.lasten.taloudet..2013..TE.","Kouluikäisten.lasten.taloudet..2013..TE.","Teini.ikäisten.lasten.taloudet..2013..TE.","Aikuisten.taloudet..2013..TE.","Eläkeläisten.taloudet..2013..TE.","Omistusasunnoissa.asuvat.taloudet..2013..TE.","Vuokra.asunnoissa.asuvat.taloudet..2013..TE.","Muissa.asunnoissa.asuvat.taloudet..2013..TE.","Taloudet.yhteensä..2012..TR.","Talouksien.keskitulot..2012..TR.","Talouksien.mediaanitulot..2012..TR.","Alimpaan.tuloluokkaan.kuuluvat.taloudet..2012..TR.","Keskimmäiseen.tuloluokkaan.kuuluvat.taloudet..2012..TR.","Ylimpään.tuloluokkaan.kuuluvat.taloudet..2012..TR.","Talouksien.ostovoimakertymä..2012..TR.","Kesämökit.yhteensä..2013..RA.","Rakennukset.yhteensä..2013..RA.","Muut.rakennukset.yhteensä..2013..RA.","Asuinrakennukset.yhteensä..2013..RA.","Asunnot..2013..RA.","Asuntojen.keskipinta.ala..2013..RA.","Pientaloasunnot..2013..RA.","Kerrostaloasunnot..2013..RA.","Työpaikat.yhteensä..2012..TP.","Alkutuotannon.työpaikat..2012..TP.","Jalostuksen.työpaikat..2012..TP.","Palveluiden.työpaikat..2012..TP.","A.Maatalous..metsätalous.ja.kalatalous..2012..TP.","B.Kaivostoiminta.ja.louhinta..2012..TP.","C.Teollisuus..2012..TP.","D.Sähkö...kaasu..ja.lämpöhuolto..jäähdytysliiketoiminta..2012..TP.","E.Vesihuolto..viemäri..ja.jätevesihuolto.ja.muu.ympäristön.puhtaanapito..2012..TP.","F.Rakentaminen..2012..TP.","G.Tukku..ja.vähittäiskauppa..moottoriajoneuvojen.ja.moottoripyörien.korjaus..2012..TP.","H.Kuljetus.ja.varastointi..2012..TP.","I.Majoitus..ja.ravitsemistoiminta..2012..TP.","J.Informaatio.ja.viestintä..2012..TP.","K.Rahoitus..ja.vakuutustoiminta..2012..TP.","L.Kiinteistöalan.toiminta..2012..TP.","M.Ammatillinen..tieteellinen.ja.tekninen.toiminta..2012..TP.","N.Hallinto..ja.tukipalvelutoiminta..2012..TP.","O.Julkinen.hallinto.ja.maanpuolustus..pakollinen.sosiaalivakuutus..2012..TP.","P.Koulutus..2012..TP.","Q.Terveys..ja.sosiaalipalvelut..2012..TP.","R.Taiteet..viihde.ja.virkistys..2012..TP.","S.Muu.palvelutoiminta..2012..TP.","T.Kotitalouksien.toiminta.työnantajina..kotitalouksien.eriyttämätön.toiminta.tavaroiden.ja.palveluiden.tuottamiseksi.omaan.käyttöön..2012..TP.","U.Kansainvälisten.organisaatioiden.ja.toimielinten.toiminta..2012..TP.","X.Toimiala.tuntematon..2012..TP.","Asukkaat.yhteensä..2012..PT.","Työvoima..2012..PT.","Työlliset..2012..PT.","Työttömät..2012..PT.","Työvoiman.ulkopuolella.olevat..2012..PT.","Lapset.0.14..vuotiaat..2012..PT.","Opiskelijat..2012..PT.","Eläkeläiset..2012..PT.","Muut..2012..PT.","zip","pa","kaupunki","maa","zippa","lat","lon"
"00990 Aurinkolahti  (Helsinki)",7444,3961,3483,40,279,359,416,178,94,128,406,542,630,628,540,531,497,496,482,497,311,251,129,50,5939,1376,4563,619,2054,813,1077,5939,27658,24735,770,3244,1925,1.64259e+08,3881,1.9,34.8,384,259,825,258,475,319,228,2173,892,2212,1545,124,3771,43651,36706,506,2028,1237,1.64609e+08,9,198,27,171,4260,66.4,188,4072,760,0,43,717,0,0,7,0,0,36,69,74,50,10,13,17,65,26,24,86,242,7,34,0,0,0,7185,4079,3826,253,3106,1110,343,1402,251,990,"Aurinkolahti","Helsinki","finland","00990 Helsinki finland",60.2055,25.1556
"02100 Tapiola  (Espoo)",4068,2202,1866,45,105,133,166,71,54,56,284,388,365,242,183,201,207,267,242,319,205,189,183,208,3383,592,2791,513,817,466,995,3383,29343,24921,530,1643,1210,9.92679e+07,2380,1.7,38.6,364,145,311,98,165,117,102,1207,867,1313,965,102,2274,43708,33724,347,1133,794,9.93912e+07,0,285,84,201,2657,65.2,294,2363,6079,2,631,5444,2,0,519,63,0,49,827,28,218,258,1722,63,197,75,511,299,606,384,256,0,0,2,3888,1960,1854,106,1928,434,249,1115,130,2100,"Tapiola","Espoo","finland","02100 Espoo finland",60.176,24.8026
"02110 Otsolahti  (Espoo)",2659,1387,1272,40,118,131,118,46,25,30,192,283,284,228,169,135,120,152,145,131,90,77,86,99,2253,308,1945,346,454,347,798,2253,30543,25816,381,985,887,6.88136e+07,1438,1.8,35.6,246,113,266,102,172,91,55,813,364,886,487,65,1461,47158,36886,242,653,566,6.88984e+07,0,137,16,121,1651,65.5,252,1399,275,1,6,268,1,0,5,0,0,1,24,28,11,42,1,10,69,8,0,0,57,13,5,0,0,0,2677,1469,1392,77,1208,381,172,547,108,2110,"Otsolahti","Espoo","finland","02110 Espoo finland",60.1791,24.8141
"02120 Länsikorkee-Hakalehto  (Espoo)",2737,1420,1317,42,91,97,132,46,35,46,187,311,265,205,156,136,137,146,148,144,119,118,106,112,2368,391,1977,356,528,320,773,2368,29144,24039,378,1165,825,6.90126e+07,1538,1.8,37,267,112,251,79,142,96,69,840,457,974,518,46,1565,44228,33460,264,767,534,6.9217e+07,0,136,14,122,1719,64.5,196,1523,217,6,10,201,6,0,1,0,0,9,19,8,13,7,5,5,32,4,0,23,46,34,5,0,0,0,2769,1482,1395,87,1287,346,183,681,77,2120,"Länsikorkee-Hakalehto","Espoo","finland","02120 Espoo finland",60.1731,24.7905
"02130 Pohjois-Tapiola  (Espoo)",5946,3007,2939,40,229,323,421,201,140,159,300,281,378,436,394,443,424,406,369,371,232,184,143,112,4619,722,3897,599,1013,588,1697,4619,35784,28979,731,1692,2196,1.65288e+08,2603,2.3,39.4,193,108,746,209,377,310,275,1129,741,1883,644,76,2602,63323,51517,292,1036,1274,1.64765e+08,1,800,75,725,2759,88.8,1404,1355,3902,1,333,3568,1,0,274,0,0,59,751,14,76,1270,3,21,665,240,0,279,215,12,22,0,0,0,5918,2986,2846,140,2932,1071,492,1164,205,2130,"Pohjois-Tapiola","Espoo","finland","02130 Espoo finland",60.187,24.7982
"02140 Laajalahti-Friisinmäki  (Espoo)",3690,1854,1836,37,147,253,295,152,123,121,143,134,248,292,294,287,286,221,193,227,120,66,47,41,2695,537,2158,301,682,335,840,2695,33371,28531,410,1047,1238,8.99338e+07,1392,2.6,36.5,54,40,541,136,274,222,214,539,319,979,358,55,1397,64128,57386,127,624,646,8.95865e+07,46,665,26,639,1469,95,1044,425,367,1,27,339,1,0,0,0,0,27,23,11,20,13,2,5,53,7,0,23,168,8,6,0,0,0,3656,1883,1778,105,1773,787,313,535,138,2140,"Laajalahti-Friisinmäki","Espoo","finland","02140 Espoo finland",60.2037,24.8072
"02150 Otaniemi  (Espoo)",3731,1177,2554,26,41,40,31,11,10,99,1973,877,254,101,53,35,36,39,48,22,19,17,12,13,3595,547,3048,2016,158,422,452,3595,12547,11062,2050,1359,186,4.51067e+07,1765,1.9,24.2,602,348,83,37,59,26,16,1623,61,136,1603,26,1838,22740,18921,1090,635,113,4.17963e+07,0,189,146,43,1790,47.4,20,1770,18685,0,4491,14194,0,0,2933,1041,4,513,1346,691,387,2850,46,57,4009,125,0,4326,109,118,130,0,0,0,3731,1884,1853,31,1847,124,1395,92,236,2150,"Otaniemi","Espoo","finland","02150 Espoo finland",60.182,24.8288
"02160 Westend  (Espoo)",3153,1610,1543,41,101,159,275,154,96,84,133,87,130,191,220,293,222,216,209,210,132,102,75,64,2324,283,2041,320,467,320,934,2324,65443,35375,372,621,1331,1.52091e+08,1228,2.5,50.8,41,33,426,90,175,199,180,431,376,1023,147,58,1217,125034,74887,86,280,851,1.52166e+08,71,615,36,579,1327,128.5,904,423,610,12,28,570,12,0,21,0,0,7,63,16,6,38,12,10,168,16,0,35,166,37,3,0,0,0,3098,1411,1361,50,1687,625,246,636,180,2160,"Westend","Espoo","finland","02160 Espoo finland",60.2192,24.7753
"02170 Haukilahti  (Espoo)",5761,2995,2766,42,162,245,415,212,157,159,291,294,292,362,345,492,423,347,299,391,284,235,206,150,4571,689,3882,615,1139,621,1507,4571,39279,28395,726,1735,2110,1.79544e+08,2674,2.1,42.1,203,106,684,148,291,308,290,1099,903,1803,777,94,2666,67357,49187,300,999,1367,1.79574e+08,1,521,45,476,2863,89.3,1184,1679,1085,0,125,960,0,27,44,0,0,54,211,36,61,58,80,42,96,54,0,75,191,26,30,0,0,0,5789,2742,2609,133,3047,985,469,1368,225,2170,"Haukilahti","Espoo","finland","02170 Espoo finland",60.1625,24.7733
"02180 Mankkaa  (Espoo)",6599,3368,3231,36,305,484,610,297,203,203,233,173,405,529,515,539,489,430,395,355,188,113,69,64,4692,736,3956,499,1159,609,1689,4692,37353,31602,692,1525,2475,1.7526e+08,2401,2.7,37.6,41,52,1027,271,519,453,392,854,533,1952,395,54,2397,73278,64693,176,822,1399,1.75647e+08,0,1383,63,1320,2474,102.9,2361,113,1550,2,35,1512,2,0,8,0,1,26,313,704,26,20,1,10,101,17,0,117,171,11,21,0,0,1,6615,3297,3131,166,3318,1602,555,920,241,2180,"Mankkaa","Espoo","finland","02180 Espoo finland",60.2242,24.6604
"02200 Niittykumpu  (Espoo)",9340,4830,4510,38,447,488,560,240,196,194,606,733,826,762,585,635,606,531,553,580,348,207,146,97,7017,1090,5927,866,1943,1109,2009,7017,32285,27281,991,3051,2975,2.26544e+08,4383,2.1,37.6,516,340,1129,389,653,419,334,2308,964,2571,1665,147,4133,54772,44491,470,1835,1828,2.26374e+08,11,1170,171,999,4694,79.1,1678,3016,9794,7,2903,6884,7,0,2514,205,0,184,2974,88,183,1090,559,26,1021,450,0,64,219,141,69,0,0,0,8793,4908,4665,243,3885,1499,596,1488,302,2200,"Niittykumpu","Espoo","finland","02200 Espoo finland",60.1699,24.7625
"02210 Olari-Kuitinmäki  (Espoo)",11159,5836,5323,41,384,510,695,308,207,259,717,806,842,839,658,721,709,660,739,846,571,327,210,151,9022,1867,7155,1160,2697,1262,2036,9022,28200,24937,1485,4373,3164,2.54416e+08,5455,2,37.1,586,290,1232,342,639,519,421,2749,1501,3623,1682,150,5457,46587,38040,879,2716,1862,2.54224e+08,100,774,61,713,5673,75.3,1491,4182,1998,0,88,1910,0,0,26,0,1,61,339,38,78,92,7,17,295,182,1,253,492,44,72,0,0,0,11099,5727,5350,377,5372,1754,848,2385,385,2210,"Olari-Kuitinmäki","Espoo","finland","02210 Espoo finland",60.1723,24.7325
"02230 Matinkylä  (Espoo)",19558,10185,9373,38,747,924,1231,570,387,440,1454,1814,1652,1354,1258,1317,1231,1139,1163,1145,687,499,297,249,15367,3825,11542,1954,4588,1959,3041,15367,28415,22919,2732,7931,4704,4.36652e+08,9800,2,35.2,1254,728,2224,662,1178,904,744,5423,2184,4622,4942,236,9577,45632,33107,1874,4931,2772,4.37018e+08,67,1408,130,1278,10305,70.1,2000,8305,3659,7,102,3550,7,0,22,5,0,75,1294,92,224,59,73,129,175,225,17,286,698,167,111,0,0,0,19192,10194,9349,845,8998,3245,1486,3322,945,2230,"Matinkylä","Espoo","finland","02230 Espoo finland",60.1614,24.7384
"02240 Friisilä  (Espoo)",2000,1012,988,39,51,112,201,91,65,55,92,43,101,115,164,196,176,118,134,127,90,30,23,16,1454,173,1281,165,400,193,523,1454,40273,33052,217,436,801,5.85567e+07,730,2.7,45.3,17,20,283,43,111,143,123,265,193,648,56,26,718,81726,70835,51,198,469,5.86792e+07,5,609,43,566,769,122.4,695,74,1531,0,297,1234,0,0,110,0,0,187,600,86,18,84,3,30,177,63,0,72,90,4,7,0,0,0,1977,1009,968,41,968,430,164,306,68,2240,"Friisilä","Espoo","finland","02240 Espoo finland",60.1686,24.7177
"02260 Iivisniemi  (Espoo)",3792,1967,1825,37,152,223,353,149,107,105,178,153,231,296,245,345,332,274,206,150,115,94,59,25,2815,637,2178,319,943,333,583,2815,30341,25549,477,1293,1045,8.54087e+07,1579,2.4,36.1,83,49,536,132,258,256,207,719,329,1051,496,32,1590,53965,44132,216,792,582,8.58048e+07,10,555,29,526,1651,86.7,967,684,309,2,20,287,2,0,1,0,0,19,18,11,10,4,4,0,35,10,0,82,103,0,10,0,0,0,3817,1983,1857,126,1834,828,316,538,152,2260,"Iivisniemi","Espoo","finland","02260 Espoo finland",60.1441,24.6973
"02270 Suomenoja  (Espoo)",2246,1107,1139,36,91,139,227,96,76,75,73,74,141,196,166,204,157,146,137,120,62,36,14,16,1614,307,1307,182,480,215,430,1614,34135,29161,247,607,760,5.50936e+07,821,2.7,37.7,21,30,340,83,159,163,138,321,169,604,191,26,809,68511,59034,67,335,407,5.54257e+07,6,711,176,535,852,103.7,852,0,3123,0,613,2510,0,3,311,112,73,114,1240,436,50,116,4,32,204,170,0,82,156,3,17,0,0,0,2262,1195,1126,69,1067,531,177,292,67,2270,"Suomenoja","Espoo","finland","02270 Espoo finland",60.1619,24.695
"02280 Puolarmetsä  (Espoo)",4365,2197,2168,34,221,279,376,204,132,118,210,208,403,366,340,395,354,270,175,139,82,46,24,23,3167,738,2429,306,1109,412,602,3167,27971,25964,473,1516,1178,8.85836e+07,1734,2.5,33.1,88,84,707,188,350,281,261,809,223,844,873,17,1742,50774,46048,234,870,638,8.84485e+07,3,635,34,601,1802,83.1,1245,557,362,2,42,318,2,0,5,0,0,37,52,30,12,5,3,2,51,31,0,45,71,13,3,0,0,0,4413,2455,2289,166,1958,1035,353,388,182,2280,"Puolarmetsä","Espoo","finland","02280 Espoo finland",60.1706,24.6793
"02290 Puolarmetsän sairaala  (Espoo)",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,0,0,0,0,423,0,0,423,0,0,0,0,0,0,0,0,24,0,0,0,0,10,0,0,388,0,1,0,0,0,26,0,0,0,26,NA,NA,NA,NA,2290,"Puolarmetsän sairaala","Espoo","finland","02290 Espoo finland",NA,NA
"02300 Nöykkiö  (Espoo)",2564,1289,1275,36,76,145,293,155,99,97,105,59,84,168,221,274,210,184,125,120,83,34,22,10,1779,316,1463,226,528,203,506,1779,36857,30840,278,592,909,6.55686e+07,854,3,42.8,6,14,397,67,152,203,189,283,180,763,69,22,844,78108,70176,42,306,496,6.59235e+07,4,760,29,731,878,127.9,878,0,262,0,33,229,0,0,1,0,0,32,23,33,11,6,2,2,23,19,0,52,35,20,3,0,0,0,2547,1289,1244,45,1258,615,240,324,79,2300,"Nöykkiö","Espoo","finland","02300 Espoo finland",60.1571,24.6768
"02320 Kivenlahti  (Espoo)",16047,8454,7593,41,553,706,958,458,340,370,913,998,1186,1118,1012,1100,1056,1013,1181,1301,716,502,319,247,12635,3351,9284,1318,4469,1460,2037,12635,26237,23292,1980,6908,3747,3.31503e+08,7956,2,36.1,735,336,1759,497,903,720,626,4026,2202,4717,3021,218,7839,42198,34741,1412,4217,2210,3.30787e+08,3,971,99,872,8395,71.8,1666,6729,2497,5,113,2379,5,0,8,0,0,105,465,107,209,19,25,87,132,83,14,271,761,68,138,0,0,0,15664,7912,7275,637,7752,2490,1090,3477,695,2320,"Kivenlahti","Espoo","finland","02320 Espoo finland",60.2242,24.6604
"02330 Kattilalaakso  (Espoo)",8303,4156,4147,34,425,627,786,331,204,229,439,399,572,810,771,650,574,424,371,361,164,85,47,34,5651,994,4657,628,1758,774,1497,5651,33732,28009,822,2315,2514,1.90617e+08,3245,2.5,38.6,309,145,1286,377,719,567,414,1506,471,1968,1228,49,3109,61349,52245,348,1370,1391,1.90734e+08,27,1726,99,1627,3461,98.2,1964,1497,1369,2,309,1057,2,0,227,0,0,82,438,29,23,88,6,6,117,49,0,93,183,18,7,0,0,1,7953,4310,4101,209,3643,1998,573,827,245,2330,"Kattilalaakso","Espoo","finland","02330 Espoo finland",60.1686,24.6392
"02340 Latokaski  (Espoo)",5033,2540,2493,34,297,410,476,202,142,107,176,221,399,503,398,389,366,279,236,238,95,52,24,23,3507,598,2909,364,1220,571,754,3507,30721,28095,438,1583,1486,1.07738e+08,1789,2.8,32.5,23,78,839,269,475,344,266,662,295,1438,321,30,1784,60472,56439,107,899,778,1.07882e+08,2,968,29,939,1837,91.2,1837,0,338,0,16,322,0,0,7,0,0,9,32,31,28,6,3,0,34,11,0,58,95,14,10,0,0,0,5040,2709,2611,98,2331,1319,362,509,141,2340,"Latokaski","Espoo","finland","02340 Espoo finland",60.1765,24.6585
"02360 Espoonlahti  (Espoo)",9283,4807,4476,42,297,404,655,306,264,256,455,409,532,544,631,738,668,631,639,667,545,312,186,144,7355,1854,5501,749,2420,860,1472,7355,30730,24035,1150,3666,2539,2.2602e+08,4279,2.2,39.6,284,147,1099,261,498,477,443,1864,1332,3002,1145,132,4284,52914,39400,661,2159,1464,2.26686e+08,42,1100,64,1036,4539,85.5,1587,2952,981,1,75,904,1,0,17,0,0,58,90,39,56,17,6,4,55,120,0,132,273,56,56,0,0,1,9312,4605,4280,325,4707,1568,697,2072,370,2360,"Espoonlahti","Espoo","finland","02360 Espoo finland",60.1389,24.6776
"02380 Suvisaaristo  (Espoo)",647,317,330,42,16,31,61,34,24,18,18,11,14,38,50,60,48,43,50,64,33,19,8,7,485,85,400,66,127,62,145,485,52451,26393,103,169,213,2.54387e+07,242,2.7,63.3,3,1,89,15,36,46,44,68,97,196,16,30,241,106380,61301,26,78,137,2.56376e+07,337,302,33,269,270,165.3,270,0,92,0,15,77,0,0,2,8,0,5,11,29,1,1,1,7,8,6,0,0,3,3,7,0,0,0,651,266,258,8,385,133,49,151,52,2380,"Suvisaaristo","Espoo","finland","02380 Espoo finland",60.1349,24.7278
"02600 Etelä-Leppävaara  (Espoo)",10581,5304,5277,35,488,540,654,278,164,166,983,1325,1344,946,670,595,492,427,410,453,261,169,132,84,8433,1713,6720,1261,2408,1405,1646,8433,25651,23447,1360,4582,2491,2.16316e+08,5278,2,32.3,799,656,1225,448,740,491,324,3209,856,1900,3279,99,5258,41231,34899,855,2911,1492,2.16794e+08,2,609,122,487,5677,64.4,496,5181,12778,1,3012,9765,1,0,2260,1,0,751,2556,26,369,2327,314,132,2172,322,49,469,677,189,163,0,0,0,10547,6132,5751,381,4415,1872,796,1308,439,2600,"Etelä-Leppävaara","Espoo","finland","02600 Espoo finland",60.2162,24.8143
"02610 Kilo  (Espoo)",5781,2792,2989,32,308,316,419,209,137,143,576,623,656,497,403,395,317,249,220,137,71,49,31,25,4403,1063,3340,589,1195,645,911,4403,25554,22995,931,2108,1364,1.12514e+08,2518,2.2,31.6,344,270,757,266,429,299,252,1544,219,922,1563,33,2502,44301,35779,517,1245,740,1.10842e+08,1,606,90,516,2537,71.5,786,1751,4548,0,2918,1630,0,0,2791,0,0,127,310,558,147,37,0,6,93,18,0,182,218,30,31,0,0,0,5782,3243,2993,250,2539,1190,585,491,273,2610,"Kilo","Espoo","finland","02610 Espoo finland",60.2236,24.7637
"02620 Karakallio  (Espoo)",8156,4229,3927,38,327,524,721,290,195,180,423,489,623,625,594,602,499,409,358,347,277,274,204,195,5967,1650,4317,550,2043,754,970,5967,27268,24242,867,3204,1896,1.62706e+08,3467,2.3,34.4,260,163,1127,295,593,528,376,1522,831,2063,1326,78,3434,46622,38671,524,1889,1021,1.60101e+08,3,947,49,898,3627,78.7,1202,2425,572,1,42,529,1,0,5,0,0,37,66,45,13,20,0,48,31,56,0,110,98,20,22,0,0,0,7992,3989,3685,304,4003,1729,543,1450,281,2620,"Karakallio","Espoo","finland","02620 Espoo finland",60.2348,24.7756
"02630 Nihtisilta  (Espoo)",2924,1476,1448,35,142,195,231,93,66,81,136,204,285,267,202,223,217,193,156,116,46,22,36,13,2217,486,1731,212,653,338,528,2217,29311,25898,332,1029,856,6.49826e+07,1253,2.3,33.6,103,76,414,130,244,173,122,673,171,820,416,17,1254,51939,44134,174,614,466,6.51319e+07,1,494,92,402,1279,78.2,665,614,8404,2,1119,7283,2,0,770,0,0,349,2947,28,181,1714,542,115,415,260,561,103,229,137,51,0,0,0,2958,1683,1573,110,1275,642,222,289,122,2630,"Nihtisilta","Espoo","finland","02630 Espoo finland",60.2081,24.7606
"02650 Pohjois-Leppävaara  (Espoo)",9953,5051,4902,38,449,429,422,163,122,161,815,1265,1174,837,565,593,606,570,560,473,267,237,142,103,8172,1823,6349,1054,2394,1324,1577,8172,25453,23407,1327,4411,2434,2.08e+08,5369,1.9,33.5,819,563,973,398,626,319,223,3455,954,2734,2512,123,5263,39594,33236,968,2764,1531,2.08382e+08,0,544,108,436,5777,62,425,5352,4107,2,487,3618,2,0,40,0,13,434,455,55,135,116,195,56,175,113,78,801,586,633,220,0,0,0,9682,5759,5341,418,3923,1321,674,1495,433,2650,"Pohjois-Leppävaara","Espoo","finland","02650 Espoo finland",60.2242,24.6604
"02660 Lintuvaara  (Espoo)",6485,3226,3259,34,273,408,630,294,212,228,483,345,431,461,472,574,496,354,275,230,153,82,47,37,4439,924,3515,566,1308,613,1028,4439,30710,26188,869,1781,1789,1.36321e+08,2367,2.7,33.4,155,115,956,235,440,457,395,1065,361,1350,968,49,2244,60791,52239,308,1031,905,1.36414e+08,3,1301,64,1237,2496,90.2,1609,887,567,2,98,467,2,0,8,0,0,90,52,48,20,15,4,2,32,16,0,99,165,5,9,0,0,0,6214,3228,3048,180,2986,1437,650,637,262,2660,"Lintuvaara","Espoo","finland","02660 Espoo finland",60.2393,24.813
"02680 Uusmäki  (Espoo)",744,372,372,37,27,50,76,36,10,26,32,17,58,52,54,65,56,46,43,35,16,21,16,8,476,79,397,50,167,54,126,476,33532,28793,71,182,223,1.59613e+07,277,2.7,38.8,11,12,108,23,52,59,36,104,65,245,26,6,239,67197,58518,16,106,117,1.60601e+07,0,218,6,212,324,99.1,294,30,36,0,14,22,0,0,2,0,0,12,2,1,3,1,0,6,6,0,0,0,1,1,1,0,0,0,649,324,313,11,325,151,39,116,19,2680,"Uusmäki","Espoo","finland","02680 Espoo finland",60.2365,24.8349
"02710 Viherlaakso  (Espoo)",5965,3162,2803,42,215,294,405,174,134,124,263,303,376,442,415,439,403,392,347,388,310,229,172,140,4804,1062,3742,471,1614,662,995,4804,28537,25091,705,2405,1694,1.37091e+08,2757,2.1,37.2,216,95,684,193,365,291,225,1262,823,2041,639,77,2782,48716,40307,372,1431,979,1.35528e+08,2,914,75,839,2915,78.3,1268,1647,1083,5,117,961,5,0,50,0,0,67,187,67,30,13,1,7,62,37,0,117,396,12,32,0,0,0,6042,3058,2880,178,2984,1051,364,1373,196,2710,"Viherlaakso","Espoo","finland","02710 Espoo finland",60.2279,24.7373
"02720 Laaksolahti-Lähderanta  (Espoo)",2709,1383,1326,40,93,136,179,116,74,89,152,124,173,171,178,204,211,163,162,179,121,100,48,36,2087,458,1629,248,753,245,383,2087,28618,25134,333,1013,741,5.97252e+07,1213,2.2,37.4,120,46,337,81,152,131,144,550,335,902,262,49,1194,50150,43029,153,630,411,5.98785e+07,2,391,25,366,1317,81,693,624,238,3,8,227,3,0,0,0,0,8,67,8,8,2,1,4,17,11,0,21,71,2,15,0,0,0,2684,1356,1280,76,1328,490,218,529,91,2720,"Laaksolahti-Lähderanta","Espoo","finland","02720 Espoo finland",60.2413,24.7434
"02730 Laaksolahti  (Espoo)",4517,2241,2276,39,129,243,437,225,154,155,161,107,170,265,353,439,392,365,259,277,186,102,64,34,3345,510,2835,369,1064,459,943,3345,36537,30923,484,1146,1715,1.22215e+08,1608,2.8,45,18,24,647,113,257,322,289,545,429,1489,68,51,1601,76706,68659,63,572,966,1.22806e+08,22,1407,50,1357,1661,125.6,1635,26,411,5,47,359,5,0,1,0,0,46,47,22,21,15,1,10,36,45,0,48,66,41,7,0,0,0,4559,2340,2245,95,2219,967,408,740,104,2730,"Laaksolahti","Espoo","finland","02730 Espoo finland",60.2476,24.7687
"02740 Karvasmäki-Kunnarla  (Espoo)",2850,1459,1391,33,163,200,281,102,81,58,101,166,265,260,239,253,205,178,108,94,49,30,10,7,1897,412,1485,136,714,299,336,1897,29114,26464,260,945,692,5.52284e+07,1123,2.5,36.7,74,55,438,142,257,195,136,567,127,538,559,26,1067,52019,45733,105,579,383,5.5504e+07,104,725,155,570,1186,92.2,781,405,3026,6,144,2876,6,0,2,0,0,142,362,54,202,5,0,11,21,14,0,25,2137,6,39,0,0,0,2675,1530,1460,70,1145,667,178,211,89,2740,"Karvasmäki-Kunnarla","Espoo","finland","02740 Espoo finland",60.2441,24.6525
"02750 Sepänkylä  (Espoo)",5977,2991,2986,32,326,431,573,243,168,139,340,389,530,532,511,485,418,288,242,178,80,58,30,16,4138,732,3406,412,1234,650,1110,4138,32441,27790,586,1744,1808,1.34239e+08,2409,2.5,35,267,152,945,283,512,410,317,1213,260,1388,977,44,2345,57479,47459,293,1031,1021,1.34788e+08,5,991,37,954,2505,86.2,1358,1147,522,0,25,497,0,0,0,0,0,25,23,52,40,10,1,2,42,7,132,64,94,26,4,0,0,0,5866,3251,3058,193,2615,1488,426,463,238,2750,"Sepänkylä","Espoo","finland","02750 Espoo finland",60.2042,24.7055
