Postinumero-kunta-avain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aluejako: 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huom! Postinumeroalueen kunta on m„„ritelty sen mukaan, mink„ kunnan puolella suurin osa postinumeroalueen pinta-alasta sijaitsee.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Postinumeroalue;Postinumeroalueen nimi;Postinumeroalueen nimi (sv);Kunta;Kunnan nimi;Kunnan nimi (sv);Kuntaryhm„;Kuntaryhm„n nimi;Seutukunta;Seutukunnan nimi;Maakunta;Maakunnan nimi;Suuralue;Suuralueen nimi;AVI;AVI:n nimi;ELY;ELY:n nimi;NUTS 1;NUTS 1 nimi;NUTS 2;NUTS 2 nimi;NUTS 3;NUTS 3 nimi;Sairaanhoitopiiri;Sairaanhoitopiirin nimi;Vaalipiiri;Vaalipiirin nimi;Hovioikeus;Hovioikeuden nimi;K„r„j„oikeus;K„r„j„oikeuden nimi
92430;Paavola-Huumola;Paavola-Huumola;748;Siikajoki;Siikajoki;3;Maaseutumaiset kunnat;174;Raahe;17;Pohjois-Pohjanmaa;4;Pohjois- ja It„-Suomi;5;Pohjois-Suomen AVI;13;Pohjois-Pohjanmaan ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D6;Pohjois-Pohjanmaa;18;Pohjois-Pohjanmaan SHP;14;Oulun vaalipiiri;6;Rovaniemen hovioikeus;768;Ylivieska-Raahe
92440;Saarikoski;Saarikoski;748;Siikajoki;Siikajoki;3;Maaseutumaiset kunnat;174;Raahe;17;Pohjois-Pohjanmaa;4;Pohjois- ja It„-Suomi;5;Pohjois-Suomen AVI;13;Pohjois-Pohjanmaan ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D6;Pohjois-Pohjanmaa;18;Pohjois-Pohjanmaan SHP;14;Oulun vaalipiiri;6;Rovaniemen hovioikeus;768;Ylivieska-Raahe
92450;Luohua;Luohua;748;Siikajoki;Siikajoki;3;Maaseutumaiset kunnat;174;Raahe;17;Pohjois-Pohjanmaa;4;Pohjois- ja It„-Suomi;5;Pohjois-Suomen AVI;13;Pohjois-Pohjanmaan ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D6;Pohjois-Pohjanmaa;18;Pohjois-Pohjanmaan SHP;14;Oulun vaalipiiri;6;Rovaniemen hovioikeus;768;Ylivieska-Raahe
92470;Tuomioja;Tuomioja;748;Siikajoki;Siikajoki;3;Maaseutumaiset kunnat;174;Raahe;17;Pohjois-Pohjanmaa;4;Pohjois- ja It„-Suomi;5;Pohjois-Suomen AVI;13;Pohjois-Pohjanmaan ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D6;Pohjois-Pohjanmaa;18;Pohjois-Pohjanmaan SHP;14;Oulun vaalipiiri;6;Rovaniemen hovioikeus;768;Ylivieska-Raahe
70900;Toivala;Toivala;749;Siilinj„rvi;Siilinj„rvi;2;Taajaan asutut kunnat;112;Kuopio;11;Pohjois-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;08;Pohjois-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D2;Pohjois-Savo;13;Pohjois-Savon SHP;10;Pohjois-Savon vaalipiiri;3;It„-Suomen hovioikeus;726;Pohjois-Savo
70910;Vuorela;Vuorela;749;Siilinj„rvi;Siilinj„rvi;2;Taajaan asutut kunnat;112;Kuopio;11;Pohjois-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;08;Pohjois-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D2;Pohjois-Savo;13;Pohjois-Savon SHP;10;Pohjois-Savon vaalipiiri;3;It„-Suomen hovioikeus;726;Pohjois-Savo
71800;Siilinj„rvi Keskus;Siilinj„rvi centrum;749;Siilinj„rvi;Siilinj„rvi;2;Taajaan asutut kunnat;112;Kuopio;11;Pohjois-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;08;Pohjois-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D2;Pohjois-Savo;13;Pohjois-Savon SHP;10;Pohjois-Savon vaalipiiri;3;It„-Suomen hovioikeus;726;Pohjois-Savo
71820;P”lj„;P”lj„;749;Siilinj„rvi;Siilinj„rvi;2;Taajaan asutut kunnat;112;Kuopio;11;Pohjois-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;08;Pohjois-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D2;Pohjois-Savo;13;Pohjois-Savon SHP;10;Pohjois-Savon vaalipiiri;3;It„-Suomen hovioikeus;726;Pohjois-Savo
71840;Kuuslahti;Kuuslahti;749;Siilinj„rvi;Siilinj„rvi;2;Taajaan asutut kunnat;112;Kuopio;11;Pohjois-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;08;Pohjois-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D2;Pohjois-Savo;13;Pohjois-Savon SHP;10;Pohjois-Savon vaalipiiri;3;It„-Suomen hovioikeus;726;Pohjois-Savo
71850;Lepp„kaarre;Lepp„kaarre;749;Siilinj„rvi;Siilinj„rvi;2;Taajaan asutut kunnat;112;Kuopio;11;Pohjois-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;08;Pohjois-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D2;Pohjois-Savo;13;Pohjois-Savon SHP;10;Pohjois-Savon vaalipiiri;3;It„-Suomen hovioikeus;726;Pohjois-Savo
71870;Harjam„ki;Harjam„ki;749;Siilinj„rvi;Siilinj„rvi;2;Taajaan asutut kunnat;112;Kuopio;11;Pohjois-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;08;Pohjois-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D2;Pohjois-Savo;13;Pohjois-Savon SHP;10;Pohjois-Savon vaalipiiri;3;It„-Suomen hovioikeus;726;Pohjois-Savo
71890;Hamula;Hamula;749;Siilinj„rvi;Siilinj„rvi;2;Taajaan asutut kunnat;112;Kuopio;11;Pohjois-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;08;Pohjois-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D2;Pohjois-Savo;13;Pohjois-Savon SHP;10;Pohjois-Savon vaalipiiri;3;It„-Suomen hovioikeus;726;Pohjois-Savo
95200;Simo Keskus;Simo centrum;751;Simo;Simo;3;Maaseutumaiset kunnat;192;Kemi-Tornio;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;20;L„nsi-Pohjan SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;771;Kemi-Tornio
95210;Filpus;Filpus;751;Simo;Simo;3;Maaseutumaiset kunnat;192;Kemi-Tornio;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;20;L„nsi-Pohjan SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;771;Kemi-Tornio
95220;Simoniemi;Simoniemi;751;Simo;Simo;3;Maaseutumaiset kunnat;192;Kemi-Tornio;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;20;L„nsi-Pohjan SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;771;Kemi-Tornio
95225;Viantie;Viantie;751;Simo;Simo;3;Maaseutumaiset kunnat;192;Kemi-Tornio;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;20;L„nsi-Pohjan SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;771;Kemi-Tornio
95230;Maksniemi;Maksniemi;751;Simo;Simo;3;Maaseutumaiset kunnat;192;Kemi-Tornio;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;20;L„nsi-Pohjan SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;771;Kemi-Tornio
95255;Alaniemi;Alaniemi;751;Simo;Simo;3;Maaseutumaiset kunnat;192;Kemi-Tornio;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;20;L„nsi-Pohjan SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;771;Kemi-Tornio
95260;Tainionjoki;Tainionjoki;751;Simo;Simo;3;Maaseutumaiset kunnat;192;Kemi-Tornio;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;20;L„nsi-Pohjan SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;771;Kemi-Tornio
95270;Yli-K„rpp„-Tainionjoki;Yli-K„rpp„-Tainionjoki;751;Simo;Simo;3;Maaseutumaiset kunnat;192;Kemi-Tornio;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;20;L„nsi-Pohjan SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;771;Kemi-Tornio
01120;V„sterskog;V„sterskog;753;Sipoo;Sibbo;2;Taajaan asutut kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;02;Uudenmaan vaalipiiri;1;Helsingin hovioikeus;748;It„-Uusimaa
01150;S”derkulla;S”derkulla;753;Sipoo;Sibbo;2;Taajaan asutut kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;02;Uudenmaan vaalipiiri;1;Helsingin hovioikeus;748;It„-Uusimaa
01180;Kalkkiranta;Kalkstrand;753;Sipoo;Sibbo;2;Taajaan asutut kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;02;Uudenmaan vaalipiiri;1;Helsingin hovioikeus;748;It„-Uusimaa
01190;Box;Box;753;Sipoo;Sibbo;2;Taajaan asutut kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;02;Uudenmaan vaalipiiri;1;Helsingin hovioikeus;748;It„-Uusimaa
04130;Nikkil„;Nickby;753;Sipoo;Sibbo;2;Taajaan asutut kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;02;Uudenmaan vaalipiiri;1;Helsingin hovioikeus;748;It„-Uusimaa
04150;Martinkyl„;Martinkyl„;753;Sipoo;Sibbo;2;Taajaan asutut kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;02;Uudenmaan vaalipiiri;1;Helsingin hovioikeus;748;It„-Uusimaa
04170;Paippinen;Paippinen;753;Sipoo;Sibbo;2;Taajaan asutut kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;02;Uudenmaan vaalipiiri;1;Helsingin hovioikeus;748;It„-Uusimaa
04240;Talma;Talma;753;Sipoo;Sibbo;2;Taajaan asutut kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;02;Uudenmaan vaalipiiri;1;Helsingin hovioikeus;748;It„-Uusimaa
06880;K„rrby;K„rby;753;Sipoo;Sibbo;2;Taajaan asutut kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;02;Uudenmaan vaalipiiri;1;Helsingin hovioikeus;748;It„-Uusimaa
02490;Pikkala;Pickala;755;Siuntio;Sjunde†;3;Maaseutumaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;02;Uudenmaan vaalipiiri;2;Turun hovioikeus;750;L„nsi-Uusimaa
02570;Siuntio Kirkonkyl„;Sjunde„ kyrkby;755;Siuntio;Sjunde†;3;Maaseutumaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;02;Uudenmaan vaalipiiri;2;Turun hovioikeus;750;L„nsi-Uusimaa
02580;Siuntio Asemanseutu;Sjunde„ stationsamh„lle;755;Siuntio;Sjunde†;3;Maaseutumaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;02;Uudenmaan vaalipiiri;2;Turun hovioikeus;750;L„nsi-Uusimaa
02590;Lappers;Lappers;755;Siuntio;Sjunde†;3;Maaseutumaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;02;Uudenmaan vaalipiiri;2;Turun hovioikeus;750;L„nsi-Uusimaa
97370;Unarin-Luusua;Unarin-Luusua;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
97380;Kukasranta;Kukasranta;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
97390;Kierinki;Kierinki;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99510;Raudanjoki-Seip„j„rvi;Raudanjoki-Seip„j„rvi;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99520;Seip„j„rvi;Seip„j„rvi;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99530;Vuoj„rvi;Vuoj„rvi;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99540;Torvinen;Torvinen;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99550;Aska-Orakyl„;Aska-Orakyl„;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99555;Luosto;Luosto;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99560;Orakyl„;Orakyl„;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99600;Sodankyl„ Keskus;Sodankyl„ centrum;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99610;Siurunmaa;Siurunmaa;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99620;Keluj„rvi;Keluj„rvi;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99645;Lokka;Lokka;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99650;Sattanen;Sattanen;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99655;Sattasvaara;Sattasvaara;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99660;Kersil”;Kersil”;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99665;Moskuvaara;Moskuvaara;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99670;Petkula;Petkula;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99690;Vuotso;Vuotso;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99695;Tankavaara;Tankavaara;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99710;Vaalaj„rvi;Vaalaj„rvi;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99720;Riipi;Riipi;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99740;Syv„j„rvi;Syv„j„rvi;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99750;Sassali;Sassali;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99760;Uimaniemi;Uimaniemi;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
99770;Jeesi”;Jeesi”;758;Sodankyl„;Sodankyl„;2;Taajaan asutut kunnat;197;Pohjois-Lappi;19;Lappi;4;Pohjois- ja It„-Suomi;6;Lapin AVI;15;Lapin ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D7;Lappi;21;Lapin SHP;15;Lapin vaalipiiri;6;Rovaniemen hovioikeus;730;Lappi
63800;Soini Keskus;Soini centrum;759;Soini;Soini;3;Maaseutumaiset kunnat;146;J„rviseutu;14;Etel„-Pohjanmaa;3;L„nsi-Suomi;4;L„nsi- ja Sis„-Suomen AVI;11;Etel„-Pohjanmaan ELY-keskus;FI1;MANNER-SUOMI;FI19;L„nsi-Suomi;FI194;Etel„-Pohjanmaa;15;Etel„-Pohjanmaan SHP;12;Vaasan vaalipiiri;4;Vaasan hovioikeus;757;Etel„-Pohjanmaa
